Net Income to Total Assets,Operating Profit Rate,Pre-tax Net Interest Rate,After-tax Net Interest Rate,Net Profit Rate,Current Ratio,Quick Ratio,Cash Ratio,Working Capital to Total Assets,Total debt/Total net worth,Debt ratio %,Net worth to Assets,Long-term liability to Assets,Total Asset Turnover,Inventory Turnover Rate,Receivables Turnover Rate,Fixed Assets Turnover Rate,Revenue Growth Rate,Net Income Growth Rate,Total Asset Growth Rate,Total Assets,Total Revenue,Total Employees,Research and development expense rate,Marketing Expense Rate,Administrative Expense Rate,Bankrupt,Risk_Score,Risk_Level
0.1026626695429677,-0.0829916353835572,-0.0489552270734172,-0.0650840960305546,0.0197318780661072,0.7086575529171679,2.9321005837654988,0.9702321976962004,0.3120691888278892,2.32868859473962,41.34778364423187,0.7436125671911104,0.0047881269950468,1.0478499384253912,9.624432991813237,2.834275138968544,0.6050093574140841,0.6226532707104159,-0.1378346441608835,0.1362958372414326,21789912.612835057,3286409.162705353,6.596177415962117,0.15202871789933836,0.23176308992613262,0.2061744561275895,0,0.5,MEDIUM
0.0068053004642434,0.0278101836690137,0.0214427363636398,-0.0392145015960263,-0.029947680656502,1.2980668426783522,0.392083166447026,1.0301829439432384,0.1247994368879503,0.8805486018298467,19.031476681686357,0.750616338710115,0.3956155509681004,1.1857924201218195,2.8489671476479868,5.066489154145715,2.963092464308858,0.2732508709449373,0.6080642006635013,-0.5448842641594088,5524482.307266653,3067215.953437402,3.29634304279854,0.0501271950833445,0.0008879366981673,0.1201241112783936,1,0.415,MEDIUM
0.1063466201312222,-0.096810105443625,0.0339846050722522,-0.0547982776090823,0.0146124219308929,1.077137432778931,0.9696591206253928,3.1016506763573815,-0.1303269923401049,3.3914235626936144,15.468300392153663,0.4523654684618725,0.5136538938719554,1.291560545598626,4.463280777967486,4.807642952270466,3.774164752621552,-0.0881115607059457,0.4661352535261331,0.0982071584358987,-6929126.349868894,672075.1845129617,-3.4819446690969125,0.0848687338837244,0.0613350409385773,0.1075420540080319,0,0.5900000000000001,MEDIUM
0.2565685607326646,-0.0257252296184958,0.0846641500146589,-0.0194305721994859,0.1051353039099547,1.8912125746776844,1.3732303308735434,1.811750465833513,-0.0329430053501094,0.6219958408910742,45.36391792096438,0.5316007576447931,0.0368017082409268,1.2917034545688668,5.060855409249171,9.602770468842165,3.876043522730295,0.5421106053609219,-0.5316861512049672,0.0222297319373083,7104401.27589423,4773429.582924075,124.6230443993187,0.0016772240310809,0.0691789274704694,0.02843153910915,1,0.36500000000000005,LOW
-0.0114269126974811,-0.3348518728344558,-0.1038400804485059,-0.004201174511135,0.1763930903236786,4.417313337984865,1.267019159554952,3.1016506763573815,0.195518087586691,3.660342440076375,35.09503444220973,0.548912708664056,0.1517720655712684,0.847075724168973,0.7951884757335711,7.635070764418874,1.399492552750153,-0.3668236109626549,-0.31840743300457,-0.0588829353993438,35915858.49390996,9846.786463920682,124.6230443993187,0.1192642738977255,0.1770628316520788,0.2861772646688558,1,0.55,MEDIUM
-0.0105547592829545,0.0899458877753876,0.0987567912333324,0.0867162525394147,0.0999128792815795,0.7227510618811444,1.4253951023006464,0.7988483806587514,0.5682747880658454,1.1301452969974477,66.90403136109988,0.3500324277411006,0.1492313581114528,1.570667303280801,2.3191649334919093,4.086890812726052,1.9870427581953685,-0.1601085972706308,0.0774503148182407,-0.1674616969043272,461579.6586447004,2325411.193370837,21.559499064300727,0.0621843203271887,0.0938552534380704,0.130095386795678,1,0.66,MEDIUM
0.2412363925428085,0.0617313739955509,-0.23637780083346177,-0.0140199397655976,0.045697244729733,3.694803844130761,2.046285489883257,1.0819342077044567,-0.0253843299243196,0.1995686832097338,11.648133994840387,0.8950036519127036,0.0361760905689462,0.5767295124976402,2.0047825273058293,4.394498954394018,1.2240944710258774,-0.3620623513633326,-0.2438394871377076,0.5249030811818501,7502969.532604421,6268824.060804734,35.60092610093651,0.0587823318475546,0.1341099520468871,0.064342876752585,1,0.24000000000000005,LOW
0.1242693756193311,-0.1138896581967199,-0.033278830645685,-0.1068683367473233,0.1944943834295828,0.9747745143638776,1.2094207737991156,0.6241010021024574,0.3100982281433467,0.5070669148291198,80.11308325442505,0.4605241199457278,0.4579380834469291,1.4673307899988193,2.578976431133962,3.75887153364749,4.557984305393736,-0.0596775172741634,0.4937537809316703,-0.2085622229469285,9601255.910743965,1408764.4262387983,16.590099278299405,0.004919629788301,0.1203226523464775,0.2575876276811754,1,0.375,LOW
-0.0522306507702367,0.182792380173152,-0.0239272671912383,0.1166993379758718,-0.0064800351256188,0.8428415487364261,1.025924518291585,0.6759108199304549,-0.0032254562982769,1.190614239886836,19.18221293933884,0.8879422045965175,0.0117037164603166,0.4830647917194881,1.4890826051663528,4.806686006573317,1.35176518966009,0.3739568179284367,-0.3988495154507801,0.0254703128614094,-5422451.789766926,2495609.5265559168,124.6230443993187,0.0597745461134812,0.0205304314917646,0.2434073861223031,0,0.8,HIGH
0.0879960503410654,0.2463375407911916,0.0973312597510865,-0.0458200665908506,0.1492418126262549,3.167373538228152,0.8867761530870211,3.1016506763573815,0.1271317825192729,6.181211088435611,53.54639190282727,0.4509384573618116,0.0669969792482576,0.5451138207192446,3.127900300049551,4.443183579160678,1.053662944917846,-0.0181298964155305,0.4670406006794678,-0.030809754086126,4913152.931392627,758109.1774733629,3.862582568221126,0.005136977705482,0.0968947887998953,-0.0037102068073104,0,0.34,LOW
-0.0367729340595895,-0.2628722487372099,0.0413249906580504,0.0134028840535533,-0.0040281468079803,3.497126737698956,0.8961938249386906,0.8128400344080253,0.4735922139908383,4.298422003501187,81.05755667605101,0.3421317255481004,0.2121605715063118,0.7792782607266678,3.451591186776752,5.29156095400049,1.514956899616506,0.0772816775069386,-0.9237663477269136,-0.2069657864174196,37152662.924443446,12464122.083283074,-9.64014174798809,0.0066983348856911,0.0775851126113364,0.314432218070483,0,0.51,MEDIUM
