Net Income to Total Assets,Operating Profit Rate,Pre-tax Net Interest Rate,After-tax Net Interest Rate,Net Profit Rate,Current Ratio,Quick Ratio,Cash Ratio,Working Capital to Total Assets,Total debt/Total net worth,Debt ratio %,Net worth to Assets,Long-term liability to Assets,Total Asset Turnover,Inventory Turnover Rate,Receivables Turnover Rate,Fixed Assets Turnover Rate,Revenue Growth Rate,Net Income Growth Rate,Total Asset Growth Rate,Total Assets,Total Revenue,Total Employees,Research and development expense rate,Marketing Expense Rate,Administrative Expense Rate,Bankrupt
0.10266266954296777,-0.08299163538355725,-0.0489552270734172,-0.06508409603055462,0.019731878066107267,0.7086575529171679,2.9321005837654988,0.9702321976962005,0.3120691888278892,2.32868859473962,41.34778364423187,0.7436125671911104,0.004788126995046801,1.0478499384253912,10.570969770526062,2.8342751389685437,0.6050093574140841,0.6226532707104159,-0.1378346441608835,0.13629583724143265,21789912.612835057,3286409.1627053535,6.596177415962117,0.16026397498376557,0.263017751135928,0.20617445612758956,0
0.006805300464243455,0.027810183669013763,0.021442736363639803,-0.03921450159602631,-0.02994768065650206,1.2980668426783522,0.392083166447026,1.0301829439432384,0.12479943688795032,0.8805486018298467,19.031476681686353,0.750616338710115,0.3956155509681004,1.1857924201218195,2.8489671476479868,5.066489154145715,2.963092464308858,0.2732508709449373,0.6080642006635013,-0.5448842641594088,5524482.307266653,3067215.953437402,3.29634304279854,0.05012719508334458,0.000887936698167381,0.12012411127839363,1
0.10634662013122223,-0.09681010544362503,0.033984605072252275,-0.05479827760908233,0.014612421930892919,1.077137432778931,0.9696591206253927,4.195007584119577,-0.1303269923401049,3.3914235626936144,15.468300392153663,0.45236546846187253,0.5136538938719554,1.2915605455986259,4.463280777967486,4.807642952270466,3.7741647526215516,-0.08811156070594572,0.46613525352613316,0.0982071584358987,-6929126.349868894,672075.1845129617,-3.4819446690969125,0.08486873388372441,0.06133504093857736,0.10754205400803196,0
0.25656856073266465,-0.025725229618495875,0.08466415001465896,-0.01943057219948596,0.10513530390995476,1.8912125746776844,1.3732303308735434,1.811750465833513,-0.032943005350109425,0.6219958408910742,45.36391792096438,0.5316007576447931,0.03680170824092682,1.2917034545688668,5.060855409249171,9.602770468842165,3.876043522730295,0.5421106053609219,-0.5316861512049672,0.02222973193730838,7104401.27589423,4773429.582924075,194.67360479623642,0.001677224031080953,0.06917892747046946,0.028431539109150045,1
-0.011426912697481138,-0.33485187283445583,-0.10384008044850593,-0.004201174511135062,0.17639309032367861,4.417313337984865,1.267019159554952,4.520874056374115,0.195518087586691,3.660342440076375,35.09503444220973,0.548912708664056,0.1517720655712684,0.847075724168973,0.7951884757335711,7.635070764418874,1.399492552750153,-0.3668236109626549,-0.31840743300457,-0.058882935399343896,35915858.49390996,9846.786463920682,142.7781954315201,0.11926427389772552,0.17706283165207887,0.2861772646688558,1
-0.010554759282954563,0.08994588777538769,0.09875679123333249,0.08671625253941474,0.09991287928157958,0.7227510618811444,1.4253951023006464,0.7988483806587514,0.5682747880658454,1.1301452969974475,66.90403136109988,0.35003242774110066,0.14923135811145288,1.570667303280801,2.3191649334919093,4.086890812726052,1.9870427581953685,-0.16010859727063081,0.07745031481824077,-0.16746169690432722,461579.6586447004,2325411.193370837,21.559499064300727,0.06218432032718871,0.0938552534380704,0.13009538679567803,1
0.24123639254280851,0.06173137399555098,-0.2405870840951533,-0.014019939765597638,0.045697244729733015,3.694803844130761,2.046285489883257,1.0819342077044567,-0.02538432992431968,0.19956868320973387,11.648133994840387,0.8950036519127036,0.0361760905689462,0.5767295124976402,2.0047825273058293,4.394498954394018,1.2240944710258774,-0.3620623513633326,-0.24383948713770764,0.5249030811818501,7502969.532604421,6268824.060804734,35.60092610093651,0.05878233184755468,0.13410995204688714,0.06434287675258506,1
0.12426937561933114,-0.11388965819671995,-0.03327883064568506,-0.10686833674732332,0.1944943834295828,0.9747745143638776,1.2094207737991156,0.6241010021024574,0.3100982281433467,0.5070669148291198,80.11308325442505,0.4605241199457278,0.45793808344692916,1.4673307899988193,2.578976431133962,3.75887153364749,4.9317887547786,-0.05967751727416342,0.4937537809316703,-0.2085622229469285,9601255.910743963,1408764.4262387985,16.590099278299405,0.004919629788301092,0.12032265234647752,0.2575876276811754,1
-0.052230650770236774,0.182792380173152,-0.02392726719123832,0.11669933797587187,-0.006480035125618883,0.8428415487364261,1.025924518291585,0.6759108199304549,-0.003225456298276943,1.190614239886836,19.18221293933884,0.8879422045965175,0.01170371646031663,0.48306479171948813,1.4890826051663528,4.806686006573317,1.35176518966009,0.37395681792843677,-0.3988495154507801,0.025470312861409456,-5422451.789766926,2495609.5265559168,194.67360479623642,0.05977454611348123,0.02053043149176466,0.24340738612230312,0
0.08799605034106543,0.24633754079119163,0.09733125975108656,-0.04582006659085061,0.14924181262625494,3.1673735382281514,0.8867761530870211,3.473908168278711,0.12713178251927296,6.181211088435611,53.54639190282727,0.4509384573618116,0.06699697924825762,0.5451138207192446,3.127900300049551,4.443183579160678,1.053662944917846,-0.018129896415530544,0.4670406006794678,-0.030809754086126,4913152.931392627,758109.1774733629,3.862582568221126,0.005136977705482035,0.09689478879989531,-0.0037102068073104275,0
-0.03677293405958956,-0.26287224873720993,0.0413249906580504,0.013402884053553325,-0.00402814680798038,3.497126737698956,0.8961938249386906,0.8128400344080253,0.47359221399083834,4.298422003501187,81.05755667605101,0.3421317255481004,0.21216057150631187,0.7792782607266678,3.451591186776752,5.29156095400049,1.5149568996165061,0.07728167750693862,-0.9237663477269137,-0.20696578641741967,37152662.924443446,19924408.584623974,-9.64014174798809,0.00669833488569116,0.07758511261133641,0.31443221807048305,0
-0.05620281302715842,-0.08697163942406458,-0.12221575128817494,0.06011422965647756,0.08137838319024006,3.3718076742426653,2.282048591076045,3.4115886650790097,0.3090475534565697,8.789157311160277,28.285004521683213,0.45819154190067957,0.03540056196075333,1.41372665155334,1.4859685530963702,1.755204721137263,1.2475504078207773,0.1876707768519092,-0.14088855739143546,0.2656006847743475,259513.41131899785,3484115.4106389983,26.74321974143382,0.022885720851499487,0.0236854218935453,0.05224405932638447,0
0.04753834856926256,-0.11866739139150938,-0.07441354428847834,0.032301505334325076,0.021465064541224203,0.5771062056462424,1.0043094663349024,0.4258366239531851,-0.1942238734389336,8.593125840073666,60.4725033554422,0.5118013740006245,-0.005396741191276626,1.3577879760242535,2.884747469311144,2.930289683711134,1.6252436776907715,-0.00721011598554161,0.5592078310701154,0.191411851858548,66577342.785284325,1407906.9272858324,12.537122960474832,0.005776845036796079,0.017375341966029082,0.07564114938856473,0
-0.2699966022789876,-0.14390779019852556,0.05406620251497841,0.11394116622101007,0.01919588783336281,1.164671094236145,2.4506473923163634,0.5947363296176952,-0.0467864856151524,0.7427588294949086,23.92815064175445,0.2172944469233493,0.379843185120389,0.7665037971030095,2.345345331080833,12.886169320528378,2.9283884274311243,-0.2652850477381245,-0.025016015910959727,-0.03988216093099076,8205335.542732757,12929979.01322354,34.88909123678497,0.0027387561206900146,0.1053877875615041,0.006746902007064212,0
-0.2403758148976033,0.21191056423429586,0.03022293333341885,0.05901447668244539,-0.004982752815325581,3.1140543849655757,1.3861071680008685,0.8979810988907789,0.41138852797487213,1.0346405018513303,43.220750807577176,0.8286858654088817,0.23063706777826518,0.47843373079109575,7.319763429444533,2.5693995835495866,1.6929163421861255,-0.44513725970411044,0.03530456907292469,-0.14682742261350756,13848782.223251725,19924408.584623974,84.61280607237012,0.06622575333043099,0.28208799193893064,0.25286227675129724,0
-0.06243496524998688,0.0029825110251525677,-0.019891774546830873,-0.050631400721570366,0.1959498608511589,1.622181364259263,0.9409733018765545,1.0301786410467006,0.15720569506365853,1.0655695937498828,51.16196339879201,0.7938151039586059,0.35401712138516794,2.507541076381875,4.369226712660446,3.9349814681822326,1.0842858567479832,0.4400853623562232,0.35573867007127,0.22355085001878935,66577342.785284325,217850.2462059094,103.59234059379109,0.09077287579504303,0.10328172654761596,0.08618954680069525,0
